default,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_X2,EDUCATION_X1,EDUCATION_X2,EDUCATION_X3,EDUCATION_X4,EDUCATION_X5,EDUCATION_X6,MARRIAGE_X1,MARRIAGE_X2,MARRIAGE_X3
1,5e4,55,2,0,0,0,0,0,42166,43687,44121,43360,40555,31309,2200,1632,1113,1336,3142,2126,0,0,0,1,0,0,0,1,0,0
0,36e4,52,-1,-1,-1,-1,-1,-1,7542,6302,4719,1577,1577,21220,6302,4719,1577,1577,21220,10744,1,1,0,0,0,0,0,1,0,0
0,6e4,41,0,0,0,0,0,0,60672,58929,60335,59384,60861,59241,2741,3e3,2300,2600,2200,2665,1,0,1,0,0,0,0,0,1,0
0,5e4,56,0,0,0,0,0,0,47076,48427,49317,50855,18177,18823,2110,2e3,2376,709,998,535,0,1,0,0,0,0,0,0,1,0
0,36e4,28,0,0,0,0,-1,-1,243114,46734,12558,0,730,500,1587,1028,0,730,500,0,1,0,0,0,0,1,0,0,1,0
0,44e4,40,-1,-1,-1,-1,-1,-1,3278,2028,981,873,873,840,2035,982,874,874,841,7453,1,0,1,0,0,0,0,1,0,0
0,24e4,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1e5,31,0,0,0,0,0,0,21345,26288,23386,25362,26318,42484,6363,4386,5362,4344,2e4,4382,0,0,1,0,0,0,0,0,1,0
0,2e5,47,1,2,2,-2,-2,-2,4503,3350,-2209,-2209,-3607,1069,0,630,0,200,1e4,2800,1,1,0,0,0,0,0,1,0,0
1,18e4,38,1,2,0,0,0,0,124233,125768,126202,127677,99764,0,5e3,4200,3e3,5e3,2e3,0,0,1,0,0,0,0,0,0,1,0
0,8e4,44,0,0,0,0,0,0,47102,24470,25614,21053,18531,19051,1473,1617,856,672,828,910,1,0,1,0,0,0,0,1,0,0
1,14e4,41,0,0,0,0,0,0,142129,130705,99736,80445,81005,79387,15126,9064,4009,5014,5011,7006,1,1,0,0,0,0,0,1,0,0
0,5e4,26,0,0,0,0,-1,2,22915,22247,22493,660,1979,836,1411,1650,0,1979,0,1320,1,0,1,0,0,0,0,1,0,0
1,12e4,36,2,0,0,0,2,0,117492,104895,58743,60469,57532,55702,3985,3e3,5e3,0,2e3,1600,0,1,0,0,0,0,0,1,0,0
0,7e4,39,0,0,0,0,0,0,6056,7292,8663,9018,9222,9568,1500,1500,500,500,500,1e3,0,0,1,0,0,0,0,1,0,0
0,15e4,25,0,0,0,0,0,0,100165,102327,101572,103062,83567,85098,5e3,3500,3e3,3e3,3100,3100,1,0,1,0,0,0,0,0,1,0
0,23e4,32,-1,0,0,0,0,-2,1560,1766,2720,3720,0,0,1046,1e3,1e3,0,0,44752,1,0,1,0,0,0,0,1,0,0
0,3e4,46,1,2,2,2,2,2,20143,19532,22194,21542,24022,25473,0,3e3,0,3e3,2e3,0,1,0,0,1,0,0,0,0,0,0
0,29e4,34,0,0,0,0,0,0,38027,23036,129433,117500,113149,102593,6e3,12e4,5e3,5e3,5e3,3500,1,0,1,0,0,0,0,1,0,0
0,5e4,36,-1,-1,-2,-2,-2,-2,4782,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,36e4,34,0,0,-1,0,0,0,14867,14612,13739,7995,9480,9952,1079,14598,1017,5022,5049,3304,0,1,0,0,0,0,0,0,1,0
0,16e4,56,-1,-1,-1,-1,0,0,2992,4562,-928,1619,928,0,4562,0,2547,0,0,0,1,0,0,1,0,0,0,1,0,0
1,6e4,27,0,0,0,0,0,2,21387,22416,23444,26038,28607,27997,1378,1406,3e3,3e3,0,923,0,1,0,0,0,0,0,0,1,0
0,5e4,42,0,0,0,0,0,0,49887,49515,38680,29664,29057,29083,1850,1507,1100,1200,1116,2900,0,1,0,0,0,0,0,1,0,0
0,25e4,46,0,0,0,0,-1,0,55891,59152,20615,13896,79740,70097,21343,1238,1235,79788,2148,18253,0,0,0,1,0,0,0,1,0,0
0,16e4,32,0,0,2,2,2,3,82345,91345,92444,93715,97451,97477,9e3,3500,3700,5400,1900,0,0,1,0,0,0,0,0,0,1,0
0,5e4,30,1,2,0,0,0,0,52419,51309,51135,48371,56294,61259,0,2500,2271,5e4,10100,3e3,0,0,1,0,0,0,0,0,1,0
0,16e4,29,1,-1,-1,0,0,-1,-113,18887,2323,9032,5630,9141,19e3,3e3,9e3,0,9596,10284,0,1,0,0,0,0,0,0,1,0
0,22e4,31,0,0,0,0,-1,0,5254,5868,8708,4078,5365,4055,5e3,3040,3520,5371,20,0,0,1,0,0,0,0,0,0,1,0
0,7e4,43,2,2,2,2,2,2,26193,26977,27733,27982,27396,28341,1500,1500,1e3,0,1400,2e3,1,0,0,1,0,0,0,1,0,0
0,12e4,29,0,0,0,0,0,0,25602,30156,33632,36574,38985,40339,5e3,4e3,3500,3e3,2e3,5036,0,1,0,0,0,0,0,0,1,0
0,5e4,55,2,0,0,0,0,0,47067,48410,49218,18937,19183,19761,2400,2200,824,700,900,852,0,0,0,1,0,0,0,0,0,1
0,21e4,32,0,0,0,0,0,0,132082,131015,133815,134585,127282,125338,6500,6500,4400,5e3,7e3,6e3,1,0,1,0,0,0,0,1,0,0
0,12e4,28,-1,2,-1,-1,2,2,594,594,15611,7628,7361,9200,0,15611,3e3,0,2e3,0,1,1,0,0,0,0,0,0,1,0
0,26e4,40,0,0,0,0,0,0,138602,135999,133752,135053,133888,132486,4870,6307,5007,5015,4773,4770,1,0,1,0,0,0,0,1,0,0
0,5e4,28,-2,-2,-2,-2,-2,-2,2862,20499,9555,4807,14429,9872,20637,9588,4821,14472,10002,3254,0,0,1,0,0,0,0,1,0,0
0,7e4,23,0,0,2,0,0,0,16103,17185,16581,14106,14427,11689,2800,0,650,650,570,450,1,0,0,1,0,0,0,0,1,0
0,1e5,29,0,0,0,0,0,0,48065,49189,50746,51158,49226,51211,1900,2400,1800,1800,2800,2100,1,0,1,0,0,0,0,1,0,0
1,2e5,36,-1,-1,-1,-1,-1,-1,4670,4670,4670,4670,4670,4670,4670,4670,4670,4670,4670,4670,0,0,1,0,0,0,0,1,0,0
0,28e4,29,-1,-1,-1,-1,-1,-1,3009,3437,4132,2693,659,3277,3454,4170,2703,659,3297,423,1,1,0,0,0,0,0,0,1,0
0,42e4,54,-1,-1,-1,-1,-1,-1,12349,6545,6377,18801,22180,13211,6576,6420,18892,22285,13270,10683,0,1,0,0,0,0,0,1,0,0
0,18e4,27,0,0,0,0,0,0,28978,25271,19917,22659,16114,15587,5029,12e3,12659,1e4,9e3,9e3,1,0,1,0,0,0,0,0,1,0
0,18e4,32,-2,-2,-2,-2,-2,-2,10989,228,1540,0,0,0,228,1541,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,12e4,46,0,-1,0,0,0,0,94953,116914,89799,89913,88484,90477,120656,3520,2931,3180,3432,1116,0,0,0,1,0,0,0,1,0,0
0,5e4,49,0,0,2,0,0,0,48501,51105,39094,19476,19483,19634,3500,0,680,693,851,700,1,0,1,0,0,0,0,1,0,0
0,15e4,26,0,0,0,0,0,0,36302,33060,33988,35112,36532,36345,2070,3995,3113,2540,3348,2029,1,0,1,0,0,0,0,0,1,0
0,2e4,22,1,2,2,0,0,2,11087,11712,11164,11395,11927,9186,1100,0,289,594,0,50,1,1,0,0,0,0,0,0,1,0
0,18e4,30,0,0,0,0,0,0,116218,124296,128002,127286,119733,116705,1e4,6007,4304,4241,4200,4250,1,1,0,0,0,0,0,1,0,0
1,12e4,43,2,2,0,0,0,0,124613,121211,120920,47951,41563,36779,0,3507,2e3,2500,2e3,1500,1,0,1,0,0,0,0,0,1,0
0,42e4,42,0,0,0,0,0,0,155814,155282,116385,106961,92331,89566,5397,5678,3577,3023,3026,3012,0,1,0,0,0,0,0,0,1,0
0,2e4,29,1,2,0,0,0,2,6345,6098,7107,7401,7826,7552,0,1118,412,694,0,300,1,1,0,0,0,0,0,0,1,0
0,12e4,24,0,0,0,0,0,0,29161,29891,30893,32804,32213,31891,1500,1500,2401,1155,1460,1086,1,0,1,0,0,0,0,0,1,0
0,23e4,27,0,0,0,0,0,0,25947,26998,25825,25908,26341,27898,1800,1500,1500,1e3,2e3,2e3,1,0,1,0,0,0,0,1,0,0
1,5e4,46,0,0,0,0,0,0,49776,50405,49099,19125,18504,19197,2056,1300,669,671,1e3,684,0,0,1,0,0,0,0,0,0,1
0,5e4,36,0,0,0,0,0,0,52136,50942,49715,21332,20096,18883,2218,2519,712,706,740,600,1,0,1,0,0,0,0,1,0,0
1,7e4,23,2,0,0,0,2,0,69074,70811,67397,50126,47604,43429,2875,2327,3533,0,1367,1322,1,0,1,0,0,0,0,0,1,0
0,28e4,27,0,0,0,0,0,0,160889,165400,166712,170059,154387,157832,9e3,6e3,6e3,6e3,6e3,6e3,1,1,0,0,0,0,0,0,1,0
0,18e4,48,0,0,0,0,0,0,66092,65236,65912,66523,67020,67259,2370,3e3,3e3,2588,2500,3500,0,1,0,0,0,0,0,1,0,0
0,34e4,25,1,-2,-2,-1,-1,-1,0,0,0,1888,4777,4752,0,0,1888,4777,4752,1888,1,0,1,0,0,0,0,0,1,0
0,2e5,25,0,0,0,0,-1,-1,41357,22770,23231,6979,2428,2099,3262,3346,3034,2440,2109,0,1,0,1,0,0,0,0,0,1,0
1,5e4,25,0,0,0,0,0,0,42056,46024,45452,45450,41154,39034,5e3,2e3,1500,2e3,4e3,1364,1,1,0,0,0,0,0,0,1,0
0,12e4,31,0,0,0,0,0,0,115573,117767,115918,116918,118698,121372,5700,4172,4168,4770,5119,2954,1,0,1,0,0,0,0,0,1,0
0,36e4,46,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,9451,0,0,0,1,0,0,0,1,0,0
1,7e4,25,4,3,2,0,0,0,30542,29780,28968,29540,29505,29428,0,0,2032,1069,1066,1002,1,0,1,0,0,0,0,0,1,0
0,2e5,38,-1,-1,-1,-1,-1,-1,780,0,390,390,390,390,0,390,390,390,390,390,1,0,1,0,0,0,0,1,0,0
0,41e4,45,-2,-2,-2,-2,-2,-2,597,2326,7670,1761,6930,0,2329,7670,1761,6930,0,2675,0,0,1,0,0,0,0,1,0,0
0,21e4,27,0,0,0,0,0,0,87909,86769,85001,83811,82399,81434,4100,3500,3113,3e3,3331,2546,1,0,1,0,0,0,0,0,1,0
0,3e5,42,1,2,2,2,2,2,32643,33427,32591,34943,35536,36403,1600,0,2900,1300,1600,0,0,1,0,0,0,0,0,1,0,0
0,39e4,29,0,0,0,0,0,0,283965,278793,275339,268728,271979,272076,8724,8445,8103,8324,9198,8365,1,1,0,0,0,0,0,0,1,0
1,3e4,51,0,0,0,0,0,-2,28916,29451,27779,28340,0,0,11592,1500,959,0,0,0,0,0,1,0,0,0,0,1,0,0
1,2e4,24,0,0,0,0,0,0,2004,3193,4050,4129,4367,4613,1211,1068,147,304,467,0,1,0,1,0,0,0,0,0,1,0
0,7e4,23,-1,-1,-1,0,0,0,1823,326,6598,6405,7248,8090,326,6598,227,1270,1296,271,1,0,1,0,0,0,0,0,1,0
0,7e4,35,4,4,3,2,0,0,77021,73268,70275,46045,42357,41026,0,2001,0,1666,1505,2079,1,1,0,0,0,0,0,1,0,0
1,5e4,25,-1,3,2,0,0,-1,1304,978,652,326,0,1454,0,0,0,0,1454,0,0,1,0,0,0,0,0,0,1,0
0,3e4,51,0,0,0,0,2,2,25358,26447,26946,28957,29408,29840,1800,1300,2400,1e3,1e3,0,0,0,0,1,0,0,0,0,1,0
0,13e4,33,1,2,2,2,0,0,36672,35807,40851,39526,41346,40630,0,6e3,0,3e3,1e3,1100,0,1,0,0,0,0,0,0,1,0
0,13e4,39,0,0,-1,0,-1,-1,1240,0,1138,1138,2478,-3040,0,1138,0,2500,0,0,0,0,1,0,0,0,0,1,0,0
1,2e4,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,3e4,34,-1,-1,2,0,0,0,411,995,579,1430,1414,1398,1e3,0,1420,400,400,0,1,0,1,0,0,0,0,1,0,0
0,17e4,26,0,0,0,0,0,0,30005,30621,30308,30163,29999,29973,1842,1708,1163,1199,1173,952,1,0,1,0,0,0,0,0,1,0
0,5e4,42,1,2,2,2,2,2,44350,43360,45892,46886,48037,47551,0,3300,2e3,2e3,396,1600,0,1,0,0,0,0,0,0,1,0
0,13e4,41,0,0,0,0,0,0,131728,132063,128599,131454,126621,126724,7e3,4700,5013,4601,4525,4800,1,0,0,1,0,0,0,1,0,0
0,11e4,32,0,0,0,0,0,0,50433,42098,42753,42428,43740,44858,2200,2e3,2500,2300,2300,2e3,1,0,0,1,0,0,0,0,1,0
0,8e4,28,0,0,0,0,0,0,53301,55444,60738,62818,45413,44793,3525,1e4,7296,3e3,3e3,4500,1,1,0,0,0,0,0,0,1,0
0,5e5,32,0,0,0,0,2,0,33763,43081,44277,46605,35766,26175,1e4,2200,3500,0,1100,800,1,0,1,0,0,0,0,0,1,0
0,18e4,46,-2,-2,-2,-2,-2,-2,0,12103,2250,899,0,1375,12103,2250,899,0,1375,0,1,0,1,0,0,0,0,1,0,0
1,12e4,58,1,-1,-1,-2,-2,-1,0,2228,0,0,0,672,2228,0,0,0,672,2507,1,0,0,1,0,0,0,1,0,0
0,2e4,23,0,0,-1,-1,-1,0,14313,4256,200,0,18844,12052,1e3,200,0,18844,241,0,1,0,1,0,0,0,0,1,0,0
1,37e4,30,-1,-1,-1,-1,-1,-1,25588,1259,1259,3661,4484,24233,2096,1263,3665,4488,24262,11175,0,0,1,0,0,0,0,0,1,0
0,5e4,22,0,0,0,0,0,0,49551,42517,35458,19778,19929,19790,1707,1321,687,705,811,874,0,0,1,0,0,0,0,0,1,0
0,15e4,51,0,0,0,0,0,0,92766,94732,96940,46349,47360,48717,4e3,4e3,1482,1577,2e3,1500,0,1,0,0,0,0,0,1,0,0
1,5e4,53,2,2,2,2,2,2,45870,46944,45874,48326,47440,50426,2100,0,3500,0,3758,5,0,0,0,1,0,0,0,1,0,0
0,8e4,25,0,0,0,0,0,0,62242,28610,29425,29990,29153,19863,19885,1700,1169,1044,717,1e3,1,0,1,0,0,0,0,0,1,0
0,32e4,32,-1,-1,-1,0,0,-1,488,2290,14080,9931,7590,9685,2301,14109,11,38,9733,20444,0,1,0,0,0,0,0,0,1,0
0,5e4,46,0,0,0,0,0,0,44808,44899,46346,47273,48357,50393,2100,2500,2e3,2e3,3e3,1600,1,0,1,0,0,0,0,0,1,0
0,36e4,55,-1,-1,-1,-1,-1,-1,2334,37570,5102,15701,7771,10615,37570,5102,15701,7771,10615,10068,1,1,0,0,0,0,0,1,0,0
0,5e4,50,0,0,0,0,0,0,20001,15345,37420,18151,4823,6574,2e3,32009,1500,1e3,3012,1503,1,0,1,0,0,0,0,0,1,0
0,15e4,30,-2,-2,-2,-2,-2,-1,9248,6831,2902,6468,1883,1519,6871,2918,6506,1893,1527,5330,0,0,1,0,0,0,0,1,0,0
0,5e4,42,0,0,0,0,0,0,48842,49709,30628,30993,29802,29253,2576,1495,1250,4732,1100,1100,0,0,1,0,0,0,0,0,1,0
0,9e4,23,-1,-1,-1,-1,0,0,13808,4300,2748,1048,450,450,4335,4448,6980,0,0,711,1,0,1,0,0,0,0,0,1,0
0,44e4,34,-1,-1,0,0,-2,-1,3290,4949,10065,2500,0,11560,4949,6020,0,0,11560,258,1,1,0,0,0,0,0,0,1,0
0,25e4,35,-1,-1,-1,-1,-1,-1,2746,1666,3572,76552,100566,0,1666,3597,76552,100566,0,0,0,1,0,0,0,0,0,0,1,0
1,1e4,55,2,2,4,4,4,4,420,420,420,420,420,420,0,0,0,0,0,780,1,0,0,1,0,0,0,1,0,0
0,8e4,37,1,2,0,0,0,2,55595,54142,55247,55738,59829,58715,0,2600,2006,5e3,0,5e3,1,0,1,0,0,0,0,1,0,0
0,22e4,54,1,-2,-1,-1,-1,-1,0,0,788,0,349,600,0,788,0,349,600,0,1,1,0,0,0,0,0,1,0,0
0,15e4,28,2,0,0,0,0,0,148095,143845,132677,86265,88390,90599,8e3,5300,3500,5e3,4e3,3e3,0,0,1,0,0,0,0,0,1,0
1,2e4,35,4,3,2,2,2,2,17936,17368,16792,18013,17583,18998,0,0,1500,0,1708,0,0,0,1,0,0,0,0,0,1,0
1,24e4,41,1,2,0,0,0,0,137327,133724,136539,137487,141291,20143,0,6702,5e3,6019,6099,14762,1,0,1,0,0,0,0,1,0,0
0,2e5,29,0,0,0,0,0,0,170707,159654,162208,162357,144236,127362,6017,8e3,5800,5200,5e3,5e3,0,1,0,0,0,0,0,0,1,0
0,5e4,23,0,0,0,0,0,0,4821,15898,16862,16110,18458,19112,12e3,1551,579,3e3,954,570,1,1,0,0,0,0,0,0,1,0
0,18e4,41,0,0,-2,-2,-2,-2,184650,0,0,0,0,0,0,0,0,0,9e3,0,1,0,1,0,0,0,0,1,0,0
1,5e4,25,0,0,2,2,2,2,21397,24233,23551,24848,26298,28112,3500,0,2e3,2e3,2400,0,0,0,1,0,0,0,0,1,0,0
0,2e4,31,-1,-1,-1,-1,-1,-1,1261,390,390,390,0,780,390,390,390,0,780,0,0,1,0,0,0,0,0,0,1,0
0,5e5,43,-1,-1,-1,-1,0,-1,4125,5840,4464,8722,4137,4123,5864,4465,8724,0,4123,7124,0,1,0,0,0,0,0,1,0,0
0,19e4,42,-1,-1,-1,-1,-1,-1,7776,3706,7517,2168,4918,5300,3706,7523,2168,5300,3e3,0,0,1,0,0,0,0,0,1,0,0
0,1e4,45,-1,-1,0,0,0,0,492,9017,9787,9897,9707,-173,10300,1e3,500,200,0,10200,0,0,1,0,0,0,0,0,1,0
0,36e4,34,-1,-1,-1,-1,-1,0,1978,8583,993,26454,10456,31581,8625,998,26561,10456,21738,0,0,0,1,0,0,0,0,0,1,0
1,6e4,40,0,0,0,0,0,0,18875,20064,21227,22564,24191,25778,1500,1500,2e3,2e3,2e3,2e3,0,0,1,0,0,0,0,1,0,0
0,1e5,28,-1,-1,-1,-1,-1,-1,557,1033,3667,2300,1132,2072,1033,3667,2300,1132,2072,2692,1,1,0,0,0,0,0,0,1,0
1,28e4,39,2,3,2,2,2,2,186838,190570,194189,189806,201410,205479,8e3,8e3,0,14500,7300,7500,1,0,1,0,0,0,0,1,0,0
0,5e4,37,0,0,2,0,0,0,49078,51063,40371,19522,19140,17912,3800,0,805,818,1e3,592,1,0,1,0,0,0,0,0,1,0
0,38e4,55,0,0,0,0,0,0,126880,130324,152869,137442,82800,42083,7e3,25390,1e4,2e4,1659,1600,0,1,0,0,0,0,0,1,0,0
0,5e4,42,0,0,0,0,0,0,27901,24898,23702,18327,17996,15938,1770,1194,564,1500,1e3,2e3,1,0,1,0,0,0,0,1,0,0
0,15e4,35,0,0,0,0,0,0,147471,151713,130107,78623,79743,78745,2e4,5e3,2e3,7e3,15e3,5e3,0,1,0,0,0,0,0,0,1,0
0,21e4,35,0,0,0,-1,0,-1,44125,39465,23908,5088,792,150,1732,1e3,5484,0,150,396,1,1,0,0,0,0,0,0,1,0
1,3e4,36,3,2,0,0,-1,-1,26851,26136,30391,13150,18504,6699,0,5334,39,18559,6821,26275,0,1,0,0,0,0,0,0,1,0
1,7e4,43,0,0,0,0,0,0,72770,69438,69776,51450,26516,27044,4108,2500,928,2e3,969,1002,1,0,0,1,0,0,0,0,1,0
0,5e4,44,0,0,0,0,0,0,19091,20179,21190,21838,22485,23110,1400,1352,1e3,1e3,1e3,1e3,1,0,1,0,0,0,0,1,0,0
0,5e5,38,-1,-1,0,0,0,0,9889,24911,71852,18155,32201,39668,24920,50290,5002,15001,17028,778,1,0,1,0,0,0,0,1,0,0
0,17e4,26,0,0,0,0,0,0,22138,23227,18894,7695,4777,3517,1808,1054,207,151,147,100,1,1,0,0,0,0,0,0,1,0
0,33e4,29,-1,0,0,0,0,-1,9894,11877,14949,34292,8832,11304,3e3,5001,22e3,1e3,11304,275,1,1,0,0,0,0,0,0,1,0
0,3e4,37,0,0,0,2,2,2,19625,20673,23702,23026,27798,27219,1671,3700,0,5335,0,2054,0,0,1,0,0,0,0,1,0,0
0,8e4,25,0,0,0,0,0,0,66426,55334,53738,49021,45494,44218,2657,1800,1799,1616,1697,1737,1,1,0,0,0,0,0,0,1,0
0,16e4,31,0,0,0,0,2,0,54835,46575,7169,9036,8749,9447,3500,2e3,2e3,0,1e3,500,0,0,1,0,0,0,0,1,0,0
1,11e4,30,0,0,2,0,0,0,100908,105371,52113,53317,54040,54805,7e3,0,2053,2500,2200,2156,0,0,1,0,0,0,0,1,0,0
0,5e4,30,4,3,2,2,2,2,37570,36705,37215,37718,38584,37829,0,1400,1400,1601,0,2500,0,1,0,0,0,0,0,0,1,0
1,2e4,22,-1,0,0,-1,-1,-2,11999,3617,4165,6323,0,0,1062,1e3,10488,0,0,0,1,0,1,0,0,0,0,0,1,0
1,2e5,29,0,0,0,0,0,0,170964,174509,176523,180295,184104,195976,7788,6400,6700,6907,20163,1e3,1,0,1,0,0,0,0,0,1,0
0,32e4,50,0,0,0,2,0,0,271305,268368,275804,261312,245234,243238,9703,20303,12,8303,10029,8010,1,0,1,0,0,0,0,1,0,0
0,4e5,42,-1,-1,-1,-1,-1,-1,10132,16932,13088,28540,11860,3978,16932,13088,28540,11860,3978,2390,1,0,0,1,0,0,0,1,0,0
0,25e4,35,0,0,0,0,0,0,241711,205944,210513,214696,219218,228900,7481,8e3,7682,7979,13350,3e3,1,0,1,0,0,0,0,0,1,0
0,3e5,38,-1,0,0,0,0,0,105932,100815,103744,103422,111152,110811,5137,30022,5006,10014,4016,4013,0,1,0,0,0,0,0,1,0,0
0,16e4,34,-1,-1,-1,-1,-1,-1,1072,3297,5923,158,11030,158,3297,5939,158,11030,158,158,1,1,0,0,0,0,0,1,0,0
1,5e5,35,-1,-1,-1,-1,-1,-1,1900,1489,1989,1200,1451,548,1489,1989,1200,1451,548,1048,1,0,0,1,0,0,0,0,1,0
0,34e4,39,-2,-2,-2,-2,-2,-2,93767,65758,353,5674,3344,3406,65758,359,5674,3692,3406,2622,1,0,1,0,0,0,0,1,0,0
0,12e4,26,-1,-1,2,-1,-1,-1,942,780,390,390,390,150,780,0,390,390,150,780,1,1,0,0,0,0,0,0,1,0
0,15e4,28,0,0,0,0,0,0,28416,37392,44547,52871,57877,64020,1e4,10008,10012,10002,8006,7005,0,1,0,0,0,0,0,0,1,0
0,11e4,36,0,0,0,0,0,0,141670,138542,120439,113273,81261,76051,6278,5485,3396,2844,3005,2510,1,1,0,0,0,0,0,0,1,0
0,32e4,36,-2,-2,-2,-2,-2,-2,-20,-20,-20,-20,-20,-20,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,5e4,42,0,0,0,0,0,0,29224,23807,17623,17974,18350,18721,2e3,1293,644,666,676,681,0,0,0,1,0,0,0,1,0,0
0,27e4,40,-1,-1,-1,-1,-1,-1,19769,34813,43852,29677,33341,28413,34813,43856,29682,33341,28413,1351,1,1,0,0,0,0,0,1,0,0
0,5e4,25,1,2,0,0,0,0,19454,18856,19590,18861,4581,2158,0,1200,477,121,22,0,1,0,1,0,0,0,0,1,0,0
0,36e4,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,12e4,26,0,0,0,0,0,0,4317,5240,5283,5444,6412,5121,2e3,1e3,1e3,1e3,1825,1272,1,0,1,0,0,0,0,1,0,0
0,29e4,37,-1,-1,-1,-1,-1,-1,396,396,396,396,396,396,396,396,396,396,396,396,1,0,0,1,0,0,0,0,1,0
1,11e4,25,2,0,0,0,0,0,109924,111805,108207,75808,78490,81238,6e3,4380,3e3,5e3,1e4,3e3,1,0,1,0,0,0,0,0,1,0
0,5e4,39,0,0,0,0,0,0,23540,16980,16908,17327,17895,18346,2010,1500,1e3,1e3,900,1e3,0,0,1,0,0,0,0,0,1,0
0,15e4,42,-1,-1,-1,-1,-1,-1,2716,0,1106,1323,2098,0,0,1106,1323,2098,0,0,0,1,0,0,0,0,0,1,0,0
0,28e4,32,-1,-1,-1,0,-1,-1,13532,3312,14907,3008,8988,11547,23871,14907,0,8988,11547,19826,1,1,0,0,0,0,0,0,1,0
0,31e4,29,0,0,0,0,0,0,44592,40110,39805,36823,38987,32304,2e3,1620,1332,2772,1500,1500,1,1,0,0,0,0,0,0,1,0
0,45e4,32,-2,-2,-2,-2,-2,-2,-3768,-3938,-5738,-5738,-5738,-5738,179,1800,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,4e4,23,2,2,2,0,0,0,33313,34086,33239,33938,34694,35389,1600,0,1250,1300,1270,2800,1,0,1,0,0,0,0,0,1,0
0,29e4,35,-1,-1,-1,-2,-2,-1,17397,11754,28874,77790,8142,9547,12556,29020,78178,8572,9590,151945,0,0,1,0,0,0,0,0,1,0
0,6e4,39,0,0,0,0,0,0,36343,27996,25656,16907,15837,11195,5140,3008,3e3,6e3,2e3,3e3,0,0,0,1,0,0,0,1,0,0
1,2e4,47,0,0,2,2,2,2,7384,9356,9400,10085,9785,10481,2108,352,837,0,855,0,0,0,0,1,0,0,0,1,0,0
0,1e5,36,1,2,2,2,4,3,9670,9371,11705,12919,12139,11653,0,2500,1700,0,0,0,0,0,1,0,0,0,0,1,0,0
1,5e4,37,2,0,0,0,2,0,48716,49504,44127,22053,20129,19262,2213,1804,2700,0,700,1e3,0,1,0,0,0,0,0,1,0,0
0,28e4,35,-2,-2,-2,-2,0,-1,6302,4618,183,2568,2371,7610,4663,0,4953,12,7647,1676,1,1,0,0,0,0,0,0,1,0
0,11e4,35,0,0,0,0,0,0,125719,121523,116319,116082,111141,110854,4316,4120,4001,4173,4103,3888,1,0,1,0,0,0,0,0,1,0
0,6e4,36,2,2,2,2,2,0,80709,76179,71219,67687,61691,57626,2300,2e3,3e3,0,3e3,2e3,0,0,1,0,0,0,0,0,1,0
0,2e5,40,-1,-1,-1,-2,-1,-1,540,454,0,0,990,0,454,0,0,990,0,0,0,1,0,0,0,0,0,1,0,0
0,3e4,35,0,0,2,2,-2,-2,22583,25067,23237,0,0,0,3026,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,8e4,26,0,0,0,0,0,0,79565,78617,79229,77858,79566,74746,3481,3e3,3e3,3e3,3e3,1656,0,1,0,0,0,0,0,0,1,0
0,5e4,39,0,0,0,0,0,0,17698,16533,17636,16956,17532,19078,2005,4e3,1e3,1e3,2e3,1e3,0,0,1,0,0,0,0,0,1,0
1,13e4,26,0,0,0,0,0,-2,110922,113974,126194,17832,-3e3,0,5e3,15066,5007,0,3e3,825,1,0,1,0,0,0,0,0,1,0
0,26e4,35,-1,-1,-1,-1,0,-1,213,213,203,2571,187,5469,214,204,2582,1,5496,427,1,0,1,0,0,0,0,1,0,0
0,2e5,54,0,0,0,0,0,0,177664,183236,183493,146143,144339,140340,1e4,7e3,5e3,6e3,6e3,5e3,0,0,1,0,0,0,0,1,0,0
1,42e4,32,0,0,0,0,0,0,45060,25056,24751,24984,24983,23751,1407,1332,963,877,1e3,908,0,1,0,0,0,0,0,1,0,0
0,1e5,25,1,-1,-1,-1,-1,-1,0,460,0,85,60,520,460,0,85,60,520,0,1,1,0,0,0,0,0,0,1,0
0,8e4,28,-2,-2,-2,-2,-2,-2,0,0,641,658,2019,0,0,641,658,2019,0,0,1,0,1,0,0,0,0,0,1,0
